InvestmentName,VaR_95(%),StdDev,Risk_of_Loss (%),Beta,Sharpe,stddev,stddev_1M,VaR95_daily,current_ratio,quick_ratio,debt_ratio,gearing,leverage,net_leverage
GFTG.DE,"-101,08","0,6385768","58,02","0,0276505","0,0220456","0,0276469","0,0134835","0,0463396","1,6921627",,"0,2553084","0,670459","1,8237535","0,3278629"
GGS.DE,"-5,64","0,0342593","40,71","0,0005315","0,0437794","0,0581922","0,0422529","0,0737922","1,1042195","1,3203893","0,0019268","0,0238575","0,0296307",
GKSG.DE,"-176,52","1,0049729","31,45","0,0023312","0,04109","0,0217721","0,0154145","0,0409023","1,4531335","1,5278485","0,2172746","0,5082593","6,1491878",
GMMG.DE,"-165,57","0,9625254","42,75","0,039131","0,036056","0,0250813","0,0239443","0,0448006","1,737747","2,1477641","0,2949981","1,1583427","3,6829824","2,5715602"
GLJn.DE,"-480,05","2,9980275","54,2","0,1001555","-0,0056928","0,0181902","0,0100274","0,0325876","1,1905577",,"0,2477305","1,4572779","5,3997829",
GIBG.F,"-457,34","2,7329949","4,21","-0,0049165","0,1303119","0,0380533","0,024188","0,0396027","2,5828347",,"0,3476695","0,6624968","10,4937658",
G7BG.F,"-0,49","0,0030026","1,91","0,0000026","0,0280603","0,1476132","0,2743552","0,1921395","0,4175927","0,82128","0,7190074","4,0081158","-290,0089699",
2HR.DE,"-50,31","0,2926696","47,71","0,0093461","0,0309792","0,0239183","0,0173937","0,0433447","1,645262","2,1937274","0,2575804","0,6614229","1,7593586","1,2275404"
HABG.DE,"-18,26","0,1144364","58,4","0,0046756","0,0249064","0,0119484","0,0106043","0,0287214","1,1804968",,"0,4377266","0,8479612","14,544245","14,7705174"
HNRGn.DE,"-249,36","1,5392261","48,85","0,0841785","0,0228955","0,0163734","0,0107419","0,0332028",,,"0,028448","0,2228879",,
H9YG.F,"-21,07","0,1242993","7,63","0,0007802","0,0314724","0,0362317","0,0110049","0,0587254","0,7970873","1,3666522","0,2667063","1,3589639","33,1597253",
HLAG.DE,"-70,43","0,4331026","55,73","0,0077312","0,0250948","0,026102","0,0177861","0,041096","0,652328","0,691551","0,3526731","0,7755041","5,042328","4,3278558"
HAWG.DE,"-95,94","0,5712681","35,86","0,0026506","0,0263644","0,0121299","0,0124229","0,028935","1,5049627","2,37212","0,060404","0,1559256","0,4849702","0,0525951"
IPOG.F,"-22,02","0,132174","1,27","0,0015822","0,0483387","0,073628","0,0111664","0,074669","1,0269115",,"0,3382417","0,6127332","3,2790405",
HEIG.DE,"-220,81","1,3202067","49,24","0,082675","0,0341565","0,0188209","0,0141529","0,0420458","0,9670639","1,2637765","0,2338305","0,4448259","2,8426735","2,3436287"
HDDG.DE,"-8,24","0,049962","55,34","0,0022267","0,0274991","0,0249888","0,015553","0,0527851","1,8305291","2,662646","0,2253803","1,7319955","1,8369125","1,7956053"
H2Fn.DE,"-15,95","0,1071048","45,31","0,0009976","0,0217443","0,0699982","0,1326902","0,0562613","1,4636604","1,6766606","0,2911307","0,7835019","-0,8614117",
HLE.DE,"-119,06","0,7333667","55,34","0,0399585","0,0229554","0,0225128","0,0152095","0,0373287","1,8796054","2,3129986","0,2641597","0,6688803","1,6904307","0,4312597"
HNKG.DE,"-197,83","1,1972936","52,29","0,0541235","0,0211576","0,0131627","0,0099702","0,0247679","1,0896345","1,3607435","0,0403172","0,065881","0,2676978","0,0609756"
HNKG_p.DE,"-230,24","1,3980221","50,76","0,0752531","0,0252275","0,0130499","0,0116933","0,0257902","1,0896345","1,3607435","0,0403172","0,065881","0,2676978","-0,0700146"
RTMLk.F,"-208,95","1,3287131","3,46","-0,0012316","0,0315931","0,0540179","0,0398989","0,103017","1,6464646",,"0,0963796","0,1606852","-0,4646226",
HHFGn.DE,-41,"0,2429439","47,33","0,0084991","0,0274776","0,018697","0,0134784","0,0364178","2,3318803","2,4503423","0,3169341","1,008906","1,9784307","0,6313057"
HOTG.DE,"-320,38","1,8346068","43,51","0,078007","0,0598931","0,0193979","0,0103297","0,0414611","1,3309527","1,442757","0,2007936","1,242841","2,5933913","-0,2957983"
HOC.DE,"-10,33","0,0650975","40,47","0,0014278","0,0266771","0,024447","0,0196399","0,040985","1,8755221",,"0,0687123","0,0900978","2,3786742","-8,821232"
HBMG.DE,"-66,1","0,4146622","60,31","0,0069459","0,0222407","0,0127908","0,0102924","0,0288077","1,8233936","2,9553674","0,2582561","0,5272895","3,1455603","0,2766928"
HBH.DE,"-194,74","1,2036445","50,76","0,028293","0,0221457","0,0157784","0,0090391","0,0316475","1,7838724","2,8082164","0,2943752","0,7143615","3,1841182","1,0923763"
BOSSn.DE,"-253,84","1,6236311","55,34","0,0548476","0,0085345","0,0275766","0,0113667","0,041473","1,7626801","2,7148818","0,098009","0,1845445","0,2970484","0,1093558"
HYQGn.DE,"-389,49","2,3863617","52,67","0,0811839","0,024049","0,0356114","0,0207655","0,0447114","1,6220346",,"0,1172197","0,2149606","0,4250292",
IFAG.F,"-27,94","0,1631306","12,98","0,0013378","0,0353084","0,0267949","0,0256062","0,0437475","2,0054425","2,040395","0,3121742","0,6269197","3,4545698",
FAOGn.DE,"-80,45","0,478953","37,79","0,0036151","0,0557385","0,0178739","0,0063188","0,0521741","5,9650104",,0,0,0,
INHG.DE,"-112,62","0,6671674","48,85","0,0310513","0,0283045","0,0163708","0,0094497","0,0313232","1,8034093","2,661407","0,3441038","0,8241706","2,661359","2,0742717"
IFS1.F,"-5,52","0,0335326","4,23","0,0000041","0,0313893","0,0139586","0,0112956","0,0424922","1,4307878","1,4418151","0,0073149","0,0308852","0,0804326",
IFXGn.DE,"-46,77","0,2759855","43,51","0,0133661","0,0300602","0,0202434","0,0155133","0,0517628","2,9359477","3,7143791","0,1946737","0,35218","1,0994406","-0,3024435"
IXXG.DE,"-55,81","0,3483592","61,83","0,0055935","0,0207124","0,0230755","0,0158613","0,0368336","1,8769831","2,2951007","0,1351029","0,2759888","1,2644175","0,0830003"
IGY.DE,"-86,96","0,599152",60,"0,0268687","0,0399072",,,,"1,2482292","1,2721983","0,3273132","1,1397081","4,7473105",
ISHG.DE,"-6,51","0,0402","45,04","0,0003327","0,0280994","0,0296917","0,0201361","0,0553743","2,500175",,"0,1804477","0,3117761","1,8115104","-1,5225335"
ITMG.DE,"-8,1","0,053007","28,92","-0,0006114","0,0340556","0,0536675","0,0277088","0,127755","0,6630497","0,681325",0,0,,
IS7G.DE,"-18,92","0,1148397","21,05","-0,0006844","0,0042787","0,0191205","0,0201629","0,0534094","1,0637549","1,5990478","0,4564867","1,119246","3,6527089",
IVXG.DE,"-152,86","0,9503814","32,16","0,0176229","0,0250971","0,020046","0,0208705","0,0531408","1,6926387",,"0,2281871","0,3880236","1,0149653","-0,2966822"
ISRG.DE,"-308,77","1,7841046","51,91","0,0516875","0,0236087","0,021738","0,0244297","0,0390248","1,8253311","2,2251566","0,2383288","0,4265384","1,8414278","1,0204697"
I7NG.DE,"-10,28","0,064202","36,63","0,0009836","0,0803165","0,257557","0,1121456","0,1373884","0,2878368","0,4723439","2,3964497","-1,4819578","-5,2214379",
IVUG.DE,"-13,36","0,0850534","49,62","0,0018138","0,0329646","0,0232354","0,0144918","0,0550624","2,4763347","2,6508357","0,0039276","0,0062435","0,0409357",
JENG.DE,"-42,84","0,2570066","50,76","0,0127646","0,0281912","0,0188303","0,0137273","0,0392088","2,3482716","3,364142","0,1665347","0,2936478","1,3738725","0,9604966"
