InvestmentName	VaR_95(%)	StdDev	Risk_of_Loss (%)	Beta	Sharpe	stddev	stddev_1M	VaR95_daily	current_ratio	quick_ratio	debt_ratio	gearing	leverage	net_leverage	stddev	stddev_1M	VaR95_daily	current_ratio	quick_ratio	debt_ratio	gearing	leverage	net_leverage
SATG.DE						0,0401029	0,0114851	0,0497046	1,7618638	2,4622956	0,3211806	0,8916007	1,7064823		0,0401029	0,0114851	0,0497046	1,7618638	2,4622956	0,3211806	0,8916007	1,7064823	
SATG_p.DE						0,0229753	0,0112560	0,0397463	1,7618638	2,4622956	0,3211806	0,8916007	1,7064823	1,2918384	0,0229753	0,0112560	0,0397463	1,7618638	2,4622956	0,3211806	0,8916007	1,7064823	1,2918384
SHA_p.DE						0,0229556	0,0137210	0,0371717	1,8215318	2,4761561	0,4975160	4,1952703	2,9384761	2,8170865	0,0229556	0,0137210	0,0371717	1,8215318	2,4761561	0,4975160	4,1952703	2,9384761	2,8170865
SLTG.DE						0,0194839	0,0332536	0,0353570	2,1851444	2,9481482	0,3511148	1,6672521	3,2451417	2,9017358	0,0194839	0,0332536	0,0353570	2,1851444	2,9481482	0,3511148	1,6672521	3,2451417	2,9017358
SWAG.DE						0,0150693	0,0154062	0,0315988	1,5769142	2,4828741	0,1704588	0,3588596	1,8399585		0,0150693	0,0154062	0,0315988	1,5769142	2,4828741	0,1704588	0,3588596	1,8399585	
SCMG.F						0,0398804	0,0414090	0,0902260	2,1473539	3,3054306	0,0356559	0,1935440	0,2373413		0,0398804	0,0414090	0,0902260	2,1473539	3,3054306	0,0356559	0,1935440	0,2373413	
SWEGn.DE						0,0204318	0,0135960	0,0744923	2,8268960	3,6672996	0,0831169	0,1504352	0,7825813	0,1893342	0,0204318	0,0135960	0,0744923	2,8268960	3,6672996	0,0831169	0,1504352	0,7825813	0,1893342
G24n.DE						0,0228626	0,0150698	0,0351644	1,3542762		0,3552662	0,8386106	5,1652205	4,6980152	0,0228626	0,0150698	0,0351644	1,3542762		0,3552662	0,8386106	5,1652205	4,6980152
YSNG.DE						0,0182832	0,0132144	0,0450814	2,1400053	2,5093020	0,0000000	0,0000000	0,0000000		0,0182832	0,0132144	0,0450814	2,1400053	2,5093020	0,0000000	0,0000000	0,0000000	
F3CG.DE						0,0335399	0,0628184	0,0551145	1,6221581	2,2955819	0,1199442	0,2599806	-3,8838204	-1,8267095	0,0335399	0,0628184	0,0551145	1,6221581	2,2955819	0,1199442	0,2599806	-3,8838204	-1,8267095
SGCG.DE						0,0373080	0,0173012	0,0477665	2,6101302	3,9522431	0,4012715	2,5744901	6,2588235	4,7174070	0,0373080	0,0173012	0,0477665	2,6101302	3,9522431	0,4012715	2,5744901	6,2588235	4,7174070
SW1.DE						0,0290056	0,0236399	0,0376992	1,3269961	1,9085182	0,0756260	0,1499398	0,4106545	0,2898073	0,0290056	0,0236399	0,0376992	1,3269961	1,9085182	0,0756260	0,1499398	0,4106545	0,2898073
SIEGn.DE						0,0168676	0,0135130	0,0323037	1,2892394	1,7123916	0,2707828	0,9950601	3,4365031	2,0306576	0,0168676	0,0135130	0,0323037	1,2892394	1,7123916	0,2707828	0,9950601	3,4365031	2,0306576
WAFGn.DE						0,0311770	0,0327826	0,0457411	3,1301695	4,0976271	0,0370869	0,0771229	0,2265258	-0,1507189	0,0311770	0,0327826	0,0457411	3,1301695	4,0976271	0,0370869	0,0771229	0,2265258	-0,1507189
SIMG.F						0,0367287	0,0311964	0,0374370	4,4451446	6,2461087	0,0387457	0,0676681	0,3074968		0,0367287	0,0311964	0,0374370	4,4451446	6,2461087	0,0387457	0,0676681	0,3074968	
SNGGk.DE						0,1085676	0,0313786	0,0755183							0,1085676	0,0313786	0,0755183						
SING.F						0,0197392	0,0187029	0,0359902			0,0000000	0,0000000	0,0000000		0,0197392	0,0187029	0,0359902			0,0000000	0,0000000	0,0000000	
SZZG.DE						0,0189256	0,0125038	0,0377719	1,8986977		0,0000000	0,0000000	0,0000000	-0,4607895	0,0189256	0,0125038	0,0377719	1,8986977		0,0000000	0,0000000	0,0000000	-0,4607895
SGUG.F						0,1097137	0,0406139	0,1842583			0,0000000				0,1097137	0,0406139	0,1842583			0,0000000			
SIXG.DE						0,0193104	0,0085181	0,0402503	1,4871894	1,5428231	0,4997371	1,9150368	3,1883945	2,8397130	0,0193104	0,0085181	0,0402503	1,4871894	1,5428231	0,4997371	1,9150368	3,1883945	2,8397130
SIXG_p.DE						0,0171636	0,0124650	0,0384676	1,4871894	1,5428231	0,4997371	1,9150368	3,1883945		0,0171636	0,0124650	0,0384676	1,4871894	1,5428231	0,4997371	1,9150368	3,1883945	
LNSX.F						0,0185414	0,0176894	0,0309572	0,9830363	1,1989329	0,0874098	0,5454393	0,4335761	1,7494050	0,0185414	0,0176894	0,0309572	0,9830363	1,1989329	0,0874098	0,5454393	0,4335761	1,7494050
SK1Gn.DE						0,0354232	0,0176058	0,0529187	0,7541346	1,0557672	0,4973810	-158,6582278	21,6539015	21,3072272	0,0354232	0,0176058	0,0529187	0,7541346	1,0557672	0,4973810	-158,6582278	21,6539015	21,3072272
AM3D.DE						0,0390521	0,0839308	0,0459343	4,0479571	4,9689639	0,0514393	0,0675023	1,1453299	-9,8358183	0,0390521	0,0839308	0,0459343	4,0479571	4,9689639	0,0514393	0,0675023	1,1453299	-9,8358183
S92G.DE						0,0319579	0,0222973	0,0634536	2,2308145	2,7034367	0,0604767	0,1230740	0,6476712	-1,2508421	0,0319579	0,0222973	0,0634536	2,2308145	2,7034367	0,0604767	0,1230740	0,6476712	-1,2508421
S4AG.DE						0,0232841	0,0096424	0,0346314	2,8937865	3,7553676	0,0839630	0,1338716	1,8540645	-3,8486307	0,0232841	0,0096424	0,0346314	2,8937865	3,7553676	0,0839630	0,1338716	1,8540645	-3,8486307
8S9.F						0,1504790	0,3230221	0,1589268	3,0791048	3,4674973	0,0571870	0,0792025	0,1824709		0,1504790	0,3230221	0,1589268	3,0791048	3,4674973	0,0571870	0,0792025	0,1824709	
SHFG.DE						0,0276012	0,0245866	0,0482650	2,1890333		0,3303597	0,9326874	2,8626108	-0,1393774	0,0276012	0,0245866	0,0482650	2,1890333		0,3303597	0,9326874	2,8626108	-0,1393774
SYTG.DE						0,0252217	0,0160760	0,0388195	1,9365071	2,4466966	0,1117551	0,2175617	0,8502768	0,7564576	0,0252217	0,0160760	0,0388195	1,9365071	2,4466966	0,1117551	0,2175617	0,8502768	0,7564576
SFPGk.F						0,0464781	0,0069847	0,1636311	1,4740000		0,0000000				0,0464781	0,0069847	0,1636311	1,4740000		0,0000000			
SOWG.DE						0,0179820	0,0108008	0,0405896	1,3290721		0,1736485	0,2893123	1,2466996	-0,0688892	0,0179820	0,0108008	0,0405896	1,3290721		0,1736485	0,2893123	1,2466996	-0,0688892
SFXG.F						0,1571337	0,1834433	0,1343129	6,1661161	7,9218971	0,0556201	0,0679240	-0,2323633		0,1571337	0,1834433	0,1343129	6,1661161	7,9218971	0,0556201	0,0679240	-0,2323633	
SWVKk.DE						0,0573027	0,0382879	0,0771567	2,3407481	3,1436675	0,4671869	1,9430047	11,8985898	8,3467706	0,0573027	0,0382879	0,0771567	2,3407481	3,1436675	0,4671869	1,9430047	11,8985898	8,3467706
SPME.DE						0,0296655	0,0338970	0,0637445	0,9279737	0,9853158	0,2435009	0,6032437	0,6891035	0,7108219	0,0296655	0,0338970	0,0637445	0,9279737	0,9853158	0,2435009	0,6032437	0,6891035	0,7108219
SPBG.F						0,0199284	0,0057311	0,0327794	0,9956062		0,0713323	0,0794389	-1,6067416		0,0199284	0,0057311	0,0327794	0,9956062		0,0713323	0,0794389	-1,6067416	
STAGn.DE						0,0183560	0,0116206	0,0369658	1,2725295	1,7810116	0,4802320	1,6687652	3,9279215	4,9342377	0,0183560	0,0116206	0,0369658	1,2725295	1,7810116	0,4802320	1,6687652	3,9279215	4,9342377
AT8.BE						0,0383084	0,0273308	0,6163484	2,1851572	2,1851572	0,0003502	0,0004052	-0,0007760		0,0383084	0,0273308	0,6163484	2,1851572	2,1851572	0,0003502	0,0004052	-0,0007760	
STEM.DE						0,1435130	0,0590897	0,2171178							0,1435130	0,0590897	0,2171178						
STOG_p.DE						0,0192362	0,0241204	0,0357504	2,3391357	2,8277133	0,0069704	0,0110765	0,0394952	-0,3888233	0,0192362	0,0241204	0,0357504	2,3391357	2,8277133	0,0069704	0,0110765	0,0394952	-0,3888233
STRG.F						0,0167659	0,0091664	0,0512927	11,1578171		0,0000000	0,0000000			0,0167659	0,0091664	0,0512927	11,1578171		0,0000000	0,0000000		
STBGn.F						0,0245849	0,0148691	0,0398154	1,1647334	1,2568580	0,0926788	0,1862844	0,9636016		0,0245849	0,0148691	0,0398154	1,1647334	1,2568580	0,0926788	0,1862844	0,9636016	
SBSG.DE						0,0214007	0,0151252	0,0413787	5,7934858	6,6516312	0,0512398	0,0625115	0,2524723	-1,6724240	0,0214007	0,0151252	0,0413787	5,7934858	6,6516312	0,0512398	0,0625115	0,2524723	-1,6724240
SAXG.DE						0,0258255	0,0152536	0,0413793	0,6767846	0,6843963	0,2388801	0,5288943	1,7557037	1,2857647	0,0258255	0,0152536	0,0413793	0,6767846	0,6843963	0,2388801	0,5288943	1,7557037	1,2857647
SZUG.DE						0,0206207	0,0139808	0,0340620	1,9458831	2,9715630	0,1596749	0,3407320	2,4941425	1,8775343	0,0206207	0,0139808	0,0340620	1,9458831	2,9715630	0,1596749	0,3407320	2,4941425	1,8775343
SMHNn.DE						0,0292690	0,0180953	0,0560557	2,9499537	4,4649896	0,0885072	0,1320869	1,6772538	-2,1321249	0,0292690	0,0180953	0,0560557	2,9499537	4,4649896	0,0885072	0,1320869	1,6772538	-2,1321249
SURG.DE						0,0180775	0,0087475	0,0360809	2,7148229	3,9385603	0,3307276	0,6490187	3,4974600	2,3040410	0,0180775	0,0087475	0,0360809	2,7148229	3,9385603	0,3307276	0,6490187	3,4974600	2,3040410
LIO1k.DE						0,0325503	0,0213269	0,0734717	3,1868776	3,2454599	0,1508587	0,2033036	-0,6311866	-1,2000596	0,0325503	0,0213269	0,0734717	3,1868776	3,2454599	0,1508587	0,2033036	-0,6311866	-1,2000596
SY1G.DE						0,0142180	0,0089942	0,0328360	2,7471571	3,8070264	0,3378159	0,9011899	2,4845699	2,0963781	0,0142180	0,0089942	0,0328360	2,7471571	3,8070264	0,3378159	0,9011899	2,4845699	2,0963781
SYZG.DE						0,0141981	0,0168893	0,0312769	1,9770784		0,0000000	0,0000000	0,0000000	-4,8256476	0,0141981	0,0168893	0,0312769	1,9770784		0,0000000	0,0000000	0,0000000	-4,8256476
TEGG.DE						0,0156465	0,0096032	0,0365994	0,5602788	0,6049396	0,6192564	2,1652719	14,6478102	14,3137357	0,0156465	0,0096032	0,0365994	0,5602788	0,6049396	0,6192564	2,1652719	14,6478102	14,3137357
TTKG.DE						0,0199868	0,0127703	0,0345851	1,2988738	1,8887626	0,2564787	0,5223638	1,5809912	1,6843793	0,0199868	0,0127703	0,0345851	1,2988738	1,8887626	0,2564787	0,5223638	1,5809912	1,6843793
TLXGn.DE						0,0155664	0,0087711	0,0222174			0,0221524	0,4085970			0,0155664	0,0087711	0,0222174			0,0221524	0,4085970		
TCUG.F						0,1951755	0,2786840	0,1660610	1,3559511	1,4102507	0,0000000	0,0000000	-0,0000000		0,1951755	0,2786840	0,1660610	1,3559511	1,4102507	0,0000000	0,0000000	-0,0000000	
ARXG.F						0,2733960	0,0269447	0,2820990	0,4729789	0,5493326	0,1581534	10,8234056	-18,8635363		0,2733960	0,0269447	0,2820990	0,4729789	0,5493326	0,1581534	10,8234056	-18,8635363	
TTRGn.DE						0,0222009	0,0167897	0,0432898	3,1175712	4,1948674	0,1134753	0,1698722	0,7472290	-0,8133530	0,0222009	0,0167897	0,0432898	3,1175712	4,1948674	0,1134753	0,1698722	0,7472290	-0,8133530
TC1n.DE						0,0173818	0,0142051	0,0337206	0,8202282	0,8711738	0,6177181	2,5143704	8,3149851	7,3918454	0,0173818	0,0142051	0,0337206	0,8202282	0,8711738	0,6177181	2,5143704	8,3149851	7,3918454
O2Dn.DE						0,0183418	0,0199476	0,0260484	0,6325267	0,6671356	0,1353429	0,2183897	1,2105263	0,6847446	0,0183418	0,0199476	0,0260484	0,6325267	0,6671356	0,1353429	0,2183897	1,2105263	0,6847446
TLIG.DE						0,1333642	0,1492255	0,1115119	0,2346677	0,2676001	6,7621998	-0,6617647	-3,6511920		0,1333642	0,1492255	0,1115119	0,2346677	0,2676001	6,7621998	-0,6617647	-3,6511920	
TKAG.DE						0,0286770	0,0161547	0,0413206	1,1309939	1,5193215	0,2446966	4,0827783	3,1539875	1,7829869	0,0286770	0,0161547	0,0413206	1,1309939	1,5193215	0,2446966	4,0827783	3,1539875	1,7829869
TISG.F						0,1411255	0,1825623	0,2012766	0,9473582	1,2538432	0,2346231	13,4589595	-10,3946429		0,1411255	0,1825623	0,2012766	0,9473582	1,2538432	0,2346231	13,4589595	-10,3946429	
TLGG.DE						0,0138931	0,0118969	0,0265245	3,0162175	3,0311751	0,3914495	0,8110210	8,0203304	6,7537385	0,0138931	0,0118969	0,0265245	3,0162175	3,0311751	0,3914495	0,8110210	8,0203304	6,7537385
TTIGn.DE						0,0319304	0,0219300	0,0421826	1,1975124	1,8947255	0,3255058	1,2153132	3,4245597	2,7443311	0,0319304	0,0219300	0,0421826	1,1975124	1,8947255	0,3255058	1,2153132	3,4245597	2,7443311
TVDGk.F						0,0767861	0,0894823	0,1029081	2,9847618		0,7082779	6,0172325	7,3704589	3,7269827	0,0767861	0,0894823	0,1029081	2,9847618		0,7082779	6,0172325	7,3704589	3,7269827
TTOG.F						0,0765316	0,0728333	0,1084968	1,3841562		0,4496445	3,4091913			0,0765316	0,0728333	0,1084968	1,3841562		0,4496445	3,4091913		
TURG.F						0,0285840	0,0197258	0,0450114	1,7761433	2,8102814	0,2226397	0,5845612	1,6719986		0,0285840	0,0197258	0,0450114	1,7761433	2,8102814	0,2226397	0,5845612	1,6719986	
US5.F						0,1959416	0,1132990	0,2297710	6,4791163	6,5350269	0,0152487	0,0176930	0,0579974		0,1959416	0,1132990	0,2297710	6,4791163	6,5350269	0,0152487	0,0176930	0,0579974	
UMS.F						0,0477271	0,0186430	0,0492427	2095,8903567		0,0000000	0,0000000	-0,0000000		0,0477271	0,0186430	0,0492427	2095,8903567		0,0000000	0,0000000	-0,0000000	
UN01.DE						0,0222291	0,0222291	0,0365635	0,9954410	1,0461161	0,2022417	0,8883895	12,9506048		0,0222291	0,0222291	0,0365635	0,9954410	1,0461161	0,2022417	0,8883895	12,9506048	
UPRG.F						0,3470447	0,0886657	0,3568907	1,0981518	1,1589337	0,5880747	12,8564183	8,5854612		0,3470447	0,0886657	0,3568907	1,0981518	1,1589337	0,5880747	12,8564183	8,5854612	
UTDI.DE						0,0181811	0,0091876	0,0386761	0,5829729	0,6268425	0,4347875	1,4670307	1,6547116	1,2105091	0,0181811	0,0091876	0,0386761	0,5829729	0,6268425	0,4347875	1,4670307	1,6547116	1,2105091
ULCG.DE						0,0333257	0,0259313	0,0628964	0,6185015	0,8829785	0,3233817	2,9311515	3,9680296		0,0333257	0,0259313	0,0628964	0,6185015	0,8829785	0,3233817	2,9311515	3,9680296	
UP7G.F						0,0442222	0,0310249	0,0689927	1,7456127	1,9414267	0,0696836	0,0840018	0,7479977	-1,1069870	0,0442222	0,0310249	0,0689927	1,7456127	1,9414267	0,0696836	0,0840018	0,7479977	-1,1069870
OSPGk.DE						0,0224183	0,0139444	0,0395423	1,5112400	1,6288335	0,0037562	0,0055107	0,0348088	-1,8666874	0,0224183	0,0139444	0,0395423	1,5112400	1,6288335	0,0037562	0,0055107	0,0348088	-1,8666874
UZUG.DE						0,0207138	0,0195926	0,0304753	1,9039249	2,6710511	0,2596326	0,4702340	2,0498884	1,6141403	0,0207138	0,0195926	0,0304753	1,9039249	2,6710511	0,2596326	0,4702340	2,0498884	1,6141403
VQTG.DE									0,6295781	0,8939710	0,4488328	1,8820800	5,3062329					0,6295781	0,8939710	0,4488328	1,8820800	5,3062329	
VMR1k.F						0,0257655	0,0098693	0,0706776			0,3499867	0,8685484	-16,2860301		0,0257655	0,0098693	0,0706776			0,3499867	0,8685484	-16,2860301	
VDNG.F						0,1974699	0,0914495	0,2395620							0,1974699	0,0914495	0,2395620						
OLGG.F						0,0184628	0,0083706	0,0301917	1,7360818	2,8217229	0,3804427	2,9143958	18,9895626		0,0184628	0,0083706	0,0301917	1,7360818	2,8217229	0,3804427	2,9143958	18,9895626	
VBKG.DE						0,0335543	0,0398084	0,0703712	2,6226378	3,0937713	0,0367880	0,0468587	0,1763684		0,0335543	0,0398084	0,0703712	2,6226378	3,0937713	0,0367880	0,0468587	0,1763684	
VIBG_p.DE						0,0191806	0,0187376	0,0378378	1,8518330	2,6221996	0,0794848	0,3062954	0,7463127	0,6904499	0,0191806	0,0187376	0,0378378	1,8518330	2,6221996	0,0794848	0,3062954	0,7463127	0,6904499
V6CG.DE						0,0180147	0,0106655	0,0416033	4,2430018	6,0256001	0,0000000	0,0000000	0,0000000	-0,9205384	0,0180147	0,0106655	0,0416033	4,2430018	6,0256001	0,0000000	0,0000000	0,0000000	-0,9205384
V3VGn.DE						0,0272937	0,0231798	0,0546511	1,4445323	1,5281788	0,0851720	0,1575146	4,7563776	-1,2755102	0,0272937	0,0231798	0,0546511	1,4445323	1,5281788	0,0851720	0,1575146	4,7563776	-1,2755102
VVAGk.F						0,0370607	0,0430274	0,0951292	0,8760382	1,1362772	0,5542490	-3,2710496	7,9427607		0,0370607	0,0430274	0,0951292	0,8760382	1,1362772	0,5542490	-3,2710496	7,9427607	
VOWG_p.DE						0,0263888	0,0137094	0,0423440	0,9791096	1,2151405	0,3818398	1,6561208	3,1457722	0,0940666	0,0263888	0,0137094	0,0423440	0,9791096	1,2151405	0,3818398	1,6561208	3,1457722	0,0940666
VOWG.DE						0,0239343	0,0126417	0,0683808	0,9791096	1,2151405	0,3818398	1,6561208	3,1457722	-0,4685332	0,0239343	0,0126417	0,0683808	0,9791096	1,2151405	0,3818398	1,6561208	3,1457722	-0,4685332
VNAn.DE						0,0153010	0,0137159	0,0245439	2,5370436	2,5392959	0,4832828	1,2873749	6,2670688	4,2252485	0,0153010	0,0137159	0,0245439	2,5370436	2,5392959	0,4832828	1,2873749	6,2670688	4,2252485
VOSG.DE						0,0151525	0,0104678	0,0356249	1,4925184	2,0862288	0,2008058	0,6779208	2,9786553	2,5237593	0,0151525	0,0104678	0,0356249	1,4925184	2,0862288	0,2008058	0,6779208	2,9786553	2,5237593
VT9G.DE						0,0206194	0,0062080	0,0363259	0,9308072	0,9969797	0,5848512	2,3818498	5,5122178	5,4844943	0,0206194	0,0062080	0,0363259	0,9308072	0,9969797	0,5848512	2,3818498	5,5122178	5,4844943
V33G.F						0,0755360	0,0737829	0,0711520	16,0772400	16,2947261	0,0000000	0,0000000	0,0000000	-33,8373663	0,0755360	0,0737829	0,0711520	16,0772400	16,2947261	0,0000000	0,0000000	0,0000000	-33,8373663
WCHG.DE						0,0216040	0,0156893	0,0468988	1,7014513	2,3797512	0,2003469	0,5667004	1,4892050	1,9841029	0,0216040	0,0156893	0,0468988	1,7014513	2,3797512	0,2003469	0,5667004	1,4892050	1,9841029
WACGn.DE						0,0261872	0,0143153	0,0448836	2,5324122	4,2457551	0,1443769	0,2105968	1,3338770	1,2871641	0,0261872	0,0143153	0,0448836	2,5324122	4,2457551	0,1443769	0,2105968	1,3338770	1,2871641
WTBG.F						0,2166535	0,1363967	0,2015110	1,3838204	1,5702377	0,1376264	1,3226937	3,3372279		0,2166535	0,1363967	0,2015110	1,3838204	1,5702377	0,1376264	1,3226937	3,3372279	
WTBG_p.F						0,0519767	0,0000000	0,3395791	1,3838204	1,5702377	0,1376264	1,3226937	3,3372279		0,0519767	0,0000000	0,3395791	1,3838204	1,5702377	0,1376264	1,3226937	3,3372279	
WANG.F						0,1404040	0,1064048	0,1973520	0,5577393	0,8409466	0,6651024	-7,0884085	11,3361834		0,1404040	0,1064048	0,1973520	0,5577393	0,8409466	0,6651024	-7,0884085	11,3361834	
MSHGn.F						0,0254439	0,0175600	0,0397019	1,7650730	2,7752422	0,3712905	0,9528241	3,3531748		0,0254439	0,0175600	0,0397019	1,7650730	2,7752422	0,3712905	0,9528241	3,3531748	
WSUG.DE						0,0256190	0,0169411	0,0350736	1,1931506	1,6465531	0,0507822	0,1202237	0,2082319	0,0926242	0,0256190	0,0169411	0,0350736	1,1931506	1,6465531	0,0507822	0,1202237	0,2082319	0,0926242
WCMKk.F						0,0216682	0,0141783	0,0775571	0,3425633		0,4794327	1,0106061	43,8246225	45,6694326	0,0216682	0,0141783	0,0775571	0,3425633		0,4794327	1,0106061	43,8246225	45,6694326
RKBG.F						0,0194904	0,0158501	0,0630731	1,0839782	1,5219261	0,1405007	0,2470649	4,2212389		0,0194904	0,0158501	0,0630731	1,0839782	1,5219261	0,1405007	0,2470649	4,2212389	
WUGG_p.DE						0,0123080	0,0130388	0,0322789	2,9525883	4,2389565	0,0008185	0,0012109	0,0067469		0,0123080	0,0130388	0,0322789	2,9525883	4,2389565	0,0008185	0,0012109	0,0067469	
WUGG.DE						0,0115080	0,0049549	0,0356967	2,9525883	4,2389565	0,0008185	0,0012109	0,0067469		0,0115080	0,0049549	0,0356967	2,9525883	4,2389565	0,0008185	0,0012109	0,0067469	
WIGGk.DE						0,0308942	0,0312149	0,0629771	0,9318799	0,9896651	0,2775652	1,5710729	4,0637476	2,4146813	0,0308942	0,0312149	0,0629771	0,9318799	0,9896651	0,2775652	1,5710729	4,0637476	2,4146813
WBAG.DE						0,0499987	0,0626523	0,1006406	0,4364137	0,4541359	0,4932536	-5,1054933	3,9046141		0,0499987	0,0626523	0,1006406	0,4364137	0,4541359	0,4932536	-5,1054933	3,9046141	
WL6G.DE						0,0355297	0,0197272	0,0700931	0,7906037	0,8972968	0,0000000	0,0000000	-0,0000000	-0,1119119	0,0355297	0,0197272	0,0700931	0,7906037	0,8972968	0,0000000	0,0000000	-0,0000000	-0,1119119
WDL.DE						0,0337196	0,0135905	0,0523157	3,6474268	4,4358072	0,0528725	0,0733909	-0,3124097	1,1777771	0,0337196	0,0135905	0,0523157	3,6474268	4,4358072	0,0528725	0,0733909	-0,3124097	1,1777771
WDIG.DE						0,0274520	0,0112910	0,0474361	1,4127270	1,4157987	0,1306056	0,2994058	1,6924602	-1,5675784	0,0274520	0,0112910	0,0474361	1,4127270	1,4157987	0,1306056	0,2994058	1,6924602	-1,5675784
WUWGn.DE						0,0159152	0,0120263	0,0299454			0,0779909	1,5935439			0,0159152	0,0120263	0,0299454			0,0779909	1,5935439		
OBCGn.DE						0,0247472	0,0151338	0,0432868	1,5478178		0,0000000	0,0000000	0,0000000	-1,2419192	0,0247472	0,0151338	0,0432868	1,5478178		0,0000000	0,0000000	0,0000000	-1,2419192
YMSG.F						0,0843987	0,0650504	1,9642445	0,2344574		0,0000000	-0,0000000	-0,0000000		0,0843987	0,0650504	1,9642445	0,2344574		0,0000000	-0,0000000	-0,0000000	
YOCG.DE						0,0391687	0,0603993	0,0679685	0,5481762		0,9643887	-1,4833241	-3,0341061	0,2448349	0,0391687	0,0603993	0,0679685	0,5481762		0,9643887	-1,4833241	-3,0341061	0,2448349
YB1.F						0,2294168	0,4145694	0,3075641	0,3550105		0,0000000		0,0000000		0,2294168	0,4145694	0,3075641	0,3550105		0,0000000		0,0000000	
RTVGn.F						0,0262555	0,0031489	0,0689427	0,1607191		0,2460662	0,4142786	-5,7184974		0,0262555	0,0031489	0,0689427	0,1607191		0,2460662	0,4142786	-5,7184974	
ZALG.DE						0,0277711	0,0124725	0,0451564	2,2898747	2,8962890	0,0432318	0,0719679	0,7384988	-6,3474697	0,0277711	0,0124725	0,0451564	2,2898747	2,8962890	0,0432318	0,0719679	0,7384988	-6,3474697
ZEFG.DE						0,0332538	0,0302105	0,0672674	1,4531547	1,4710126	0,4428093	1,2098628	-11,2560954	-0,4352198	0,0332538	0,0302105	0,0672674	1,4531547	1,4710126	0,4428093	1,2098628	-11,2560954	-0,4352198
ZO1G.DE						0,0194246	0,0116364	0,0419434	2,1906540	3,2507085	0,0000000	0,0000000	0,0000000	-1,3687307	0,0194246	0,0116364	0,0419434	2,1906540	3,2507085	0,0000000	0,0000000	0,0000000	-1,3687307
