InvestmentName	VaR_95(%)	StdDev	Risk_of_Loss (%)	Beta	Sharpe	stddev	stddev_1M	VaR95_daily	current_ratio	quick_ratio	debt_ratio	gearing	leverage	net_leverage	stddev	stddev_1M	VaR95_daily	current_ratio	quick_ratio	debt_ratio	gearing	leverage	net_leverage
DAMG.DE	-91,1700000	0,5041921	33,8900000	-0,0020405	0,0459075	0,0125849	0,0116285	0,0402386	2,9153005	4,3386824	0,0774388	0,1161903	0,4312735	0,4004682	0,0125849	0,0116285	0,0402386	2,9153005	4,3386824	0,0774388	0,1161903	0,4312735	0,4004682
FAM1.F	-4,7200000	0,0286474	11,0700000	-0,0001206	0,0289719	0,0850946	0,0716615	0,1754715	11,6448496		0,0000000	0,0000000			0,0850946	0,0716615	0,1754715	11,6448496		0,0000000	0,0000000		
ERMGk.DE	-15,9400000	0,0988231	48,2600000	0,0020748	0,0345503	0,0302995	0,0167721	0,0480071	0,8186625	0,8201821	0,1379216	0,8398617	-0,5288134	-0,1428766	0,0302995	0,0167721	0,0480071	0,8186625	0,8201821	0,1379216	0,8398617	-0,5288134	-0,1428766
333.DE	-29,8400000	0,1820375	31,8200000	0,0037564	-0,0219530	0,0733980	0,0948440	0,1207289							0,0733980	0,0948440	0,1207289						
DEXGn.DE	-73,8700000	0,4626174	49,2400000	0,0000658	0,0269002	0,0285632	0,0272878	0,0418008	1,1173634	1,7574284	0,0946529	0,3033557	0,8272961	-0,4698683	0,0285632	0,0272878	0,0418008	1,1173634	1,7574284	0,0946529	0,3033557	0,8272961	-0,4698683
DMRE.DE	-12,4300000	0,0767444	51,7500000	0,0010154	0,0262764	0,0156547	0,0091460	0,0700303	1,0006452	1,0328766	0,6343406	2,8402580	15,8186230		0,0156547	0,0091460	0,0700303	1,0006452	1,0328766	0,6343406	2,8402580	15,8186230	
DBKGn.DE	-74,3600000	0,4731708	55,3400000	0,0244734	0,0245596	0,0341444	0,0332614	0,0453050			0,1548176	3,7446625			0,0341444	0,0332614	0,0453050			0,1548176	3,7446625		
DBANn.DE	-80,1200000	0,4782711	50,3800000	0,0179757	0,0234345	0,0183228	0,0127958	0,0345299	3,2130150		0,0053032	0,0057241	0,0651986		0,0183228	0,0127958	0,0345299	3,2130150		0,0053032	0,0057241	0,0651986	
DB11.DE	-203,8000000	1,2320771	55,0000000	0,0754743	-0,0958802	0,0174772	0,0108494	0,0287475	0,9993582		0,0791500	4,0080425	10,3710980		0,0174772	0,0108494	0,0287475	0,9993582		0,0791500	4,0080425	10,3710980	
DEQGn.DE	-76,2100000	0,4748584	52,2900000	0,0178898	0,0241021	0,0118194	0,0081021	0,0252356	1,2117729		0,3654590	0,7962213	7,9706397	7,7995379	0,0118194	0,0081021	0,0252356	1,2117729		0,3654590	0,7962213	7,9706397	7,7995379
PBBG.DE	-33,3000000	0,2038574	56,4900000	0,0081181	0,0258010	0,0238267	0,0108695	0,0348775			0,6556672	15,9406409			0,0238267	0,0108695	0,0348775			0,6556672	15,9406409		
DPWGn.DE	-64,4300000	0,3868961	43,8900000	0,0210573	0,0287887	0,0168149	0,0110430	0,0310964	1,0218192	1,0421212	0,1367309	0,4692768	1,3428423	0,8927432	0,0168149	0,0110430	0,0310964	1,0218192	1,0421212	0,1367309	0,4692768	1,3428423	0,8927432
DTEGn.DE	-37,5700000	0,2345718	56,1100000	0,0131659	0,0266956	0,0152177	0,0115868	0,0273364	0,9593418	1,0143973	0,4268205	2,0893878	3,1965447	2,4626668	0,0152177	0,0115868	0,0273364	0,9593418	1,0143973	0,4268205	2,0893878	3,1965447	2,4626668
DWNG.DE	-71,7700000	0,4300696	48,0900000	0,0155601	0,0261542	0,0140956	0,0144866	0,0467122	2,4503053	2,6417486	0,3827846	0,7881911	5,0009803	4,3472366	0,0140956	0,0144866	0,0467122	2,4503053	2,6417486	0,3827846	0,7881911	5,0009803	4,3472366
DREGa.F	-18,7600000	0,1143704	7,6300000	0,0005662	0,0303079	0,0608626	0,0485298	0,1301852	0,4839915		0,7510107	3,8399250	7,6104234		0,0608626	0,0485298	0,1301852	0,4839915		0,7510107	3,8399250	7,6104234	
DEZG.DE	-17,4700000	0,1017351	46,1800000	0,0040759	0,0285272	0,0299265	0,0198679	0,0478030	1,5980109	2,4061598	0,0675489	0,1498777	0,5970755	0,6358059	0,0299265	0,0198679	0,0478030	1,5980109	2,4061598	0,0675489	0,1498777	0,5970755	0,6358059
DFTKn.DE	-52,6600000	0,3368074	27,7500000	0,0022149	0,0233524	0,1319069	0,0276119	0,1058204	0,9209041		1,6551931	-2,0928986	-2,6872216		0,1319069	0,0276119	0,1058204	0,9209041		1,6551931	-2,0928986	-2,6872216	
DICn.DE	-20,7100000	0,1271251	50,0000000	0,0053091	0,0268924	0,0150358	0,0102326	0,0507351	1,5367034		0,5439578	1,6974258	3,8463696	4,1375918	0,0150358	0,0102326	0,0507351	1,5367034		0,5439578	1,6974258	3,8463696	4,1375918
WING.DE	-147,0400000	0,8483954	49,6200000	0,0115514	0,0335191	0,0193955	0,0050841	0,0366530	1,0765396	1,4171385	0,0813131	0,3318008	0,6592820	0,3097690	0,0193955	0,0050841	0,0366530	1,0765396	1,4171385	0,0813131	0,3318008	0,6592820	0,3097690
DIEG.F	-33,7700000	0,2037992	2,6900000	-0,0003475	0,0327030	0,0199104	0,0195703	0,0452498	1,2100425	1,7838606	0,3437827	1,3629213	8,4505530		0,0199104	0,0195703	0,0452498	1,2100425	1,7838606	0,3437827	1,3629213	8,4505530	
GILG.DE	-68,1300000	0,4050084	43,8900000	0,0132387	0,0341820	0,0104015	0,0044437	0,0467842	1,8078207	2,4646536	0,0355851	0,0671171	0,3455956	-1,5590391	0,0104015	0,0044437	0,0467842	1,8078207	2,4646536	0,0355851	0,0671171	0,3455956	-1,5590391
HNLG.DE	-76,4700000	0,4625485	47,8900000	0,0131330	0,0365523	0,0205001	0,0145052	0,0350900	2,6671011	4,0277506	0,1215993	0,1980600	0,6974853	0,0510493	0,0205001	0,0145052	0,0350900	2,6671011	4,0277506	0,1215993	0,1980600	0,6974853	0,0510493
DRWG_p.DE	-221,0100000	1,3358993	50,7600000	0,0441219	0,0243931	0,0226284	0,0176810	0,0420695	1,7092551	2,1997186	0,1387338	0,3395784	2,0327026	1,7930514	0,0226284	0,0176810	0,0420695	1,7092551	2,1997186	0,1387338	0,3395784	2,0327026	1,7930514
DRWG.DE	-164,3100000	1,0015916	52,1100000	0,0271125	0,0235006	0,0199283	0,0130907	0,0316747	1,7092551	2,1997186	0,1387338	0,3395784	2,0327026	1,7930514	0,0199283	0,0130907	0,0316747	1,7092551	2,1997186	0,1387338	0,3395784	2,0327026	1,7930514
DRIG.DE	-126,4300000	0,7862715	53,4400000	0,0275542	0,0237196	0,0219796	0,0141887	0,0451533	1,4113994	1,5724073	0,2428757	0,4738190	1,4500746	-0,0960232	0,0219796	0,0141887	0,0451533	1,4113994	1,5724073	0,2428757	0,4738190	1,4500746	-0,0960232
DKAG.F	-131,3300000	0,7746339	15,2700000	0,0053895	0,0561615	0,0319948	0,0419973	0,0641275	3,8459668	4,9263367	0,0468957	0,0904655	0,1989185		0,0319948	0,0419973	0,0641275	3,8459668	4,9263367	0,0468957	0,0904655	0,1989185	
DUEG.DE	-247,1100000	1,5131488	52,2900000	0,0841087	0,0181456	0,0247828	0,0138811	0,0405234	1,0695899	1,2988082	0,1994250	0,8544391	1,9942377	-0,1526513	0,0247828	0,0138811	0,0405234	1,0695899	1,2988082	0,1994250	0,8544391	1,9942377	-0,1526513
DVBG.F	-39,9800000	0,2502909	10,3400000	0,0002197	0,0270388	0,0094121	0,0099969	0,0170108			0,5217715	9,7142657			0,0094121	0,0099969	0,0170108			0,5217715	9,7142657		
EONGn.DE	-30,1000000	0,1872251	53,8200000	0,0087758	0,0268377	0,0263709	0,0184267	0,0337759	1,1984511	1,2745784	0,1560518	1,0799197	2,8112819	0,8189259	0,0263709	0,0184267	0,0337759	1,1984511	1,2745784	0,1560518	1,0799197	2,8112819	0,8189259
ESYG.DE	-22,2900000	0,1265821	18,3800000	0,0009741	-0,0013408	0,0243499	0,0194547	0,0518780	1,1019438	1,1463131	0,1359654	0,2206623	1,0111340		0,0243499	0,0194547	0,0518780	1,1019438	1,1463131	0,1359654	0,2206623	1,0111340	
EUZG.DE	-46,5300000	0,2748605	50,0000000	0,0060922	0,0274751	0,0133815	0,0100996	0,0360807	2,2584381	2,8960444	0,0789522	0,1557551	1,2006495	-0,0695894	0,0133815	0,0100996	0,0360807	2,2584381	2,8960444	0,0789522	0,1557551	1,2006495	-0,0695894
E4CG.DE	-32,6000000	0,1932720	42,0400000	0,0020372	0,0192453	0,0200577	0,0170677	0,0565021	1,2064365	1,2064365	0,1021971	0,2620610	0,7523118	0,0146525	0,0200577	0,0170677	0,0565021	1,2064365	1,2064365	0,1021971	0,2620610	0,7523118	0,0146525
EING_p.DE	-94,2600000	0,5425210	41,7700000	0,0046178	0,0339036	0,0153398	0,0072261	0,0361575	2,4638379	3,8310011	0,1081235	0,2080830	1,7179460	1,4263828	0,0153398	0,0072261	0,0361575	2,4638379	3,8310011	0,1081235	0,2080830	1,7179460	1,4263828
EISG.F	-59,1000000	0,3595743	9,5400000	0,0012653	0,0414433	0,0226814	0,0171194	0,0382973	386,3623188		0,0000000	0,0000000	-0,0000000		0,0226814	0,0171194	0,0382973	386,3623188		0,0000000	0,0000000	-0,0000000	
ELNk.F	-23,6500000	0,1385077	24,1400000	0,0001137	0,0348782	0,0612979	0,0375340	0,1209223	0,9413899		0,0000000	0,0000000			0,0612979	0,0375340	0,1209223	0,9413899		0,0000000	0,0000000		
ELGG.DE	-43,6300000	0,2642852	44,6600000	0,0099560	0,0289119	0,0228323	0,0152185	0,0473397	3,4275916	4,6645390	0,1199924	0,1685070	0,7159884	-0,4443575	0,0228323	0,0152185	0,0473397	3,4275916	4,6645390	0,1199924	0,1685070	0,7159884	-0,4443575
ZILGn.DE	-73,1600000	0,4643214	61,8300000	0,0217509	0,0211108	0,0254624	0,0144317	0,0435419	1,6306296	2,3899345	0,3033702	0,6519840	2,4047593	2,0937108	0,0254624	0,0144317	0,0435419	1,6306296	2,3899345	0,3033702	0,6519840	2,4047593	2,0937108
ELBG.DE	-63,1300000	0,3954032	43,5800000	0,0004858	0,0877005	0,0309103	0,0163641	0,0574794	4,9577453	8,3949158	0,1911678	0,2851323	-2,9445793	4,7228964	0,0309103	0,0163641	0,0574794	4,9577453	8,3949158	0,1911678	0,2851323	-2,9445793	4,7228964
EMQG.DE	-2,5600000	0,0155134	19,6700000	0,0000209	0,0012111	0,7191011	1,4475621	0,4959442	1,1102730	1,6039520	0,4089630	1,1164118	17,9505882		0,7191011	1,4475621	0,4959442	1,1102730	1,6039520	0,4089630	1,1164118	17,9505882	
EBKG.DE	-65,7600000	0,4098522	41,0400000	0,0039125	0,0117114	0,0180157	0,0196941	0,0273796	1,3550070	1,4495958	0,1983374	2,3391130	3,9106082	4,3197437	0,0180157	0,0196941	0,0273796	1,3550070	1,4495958	0,1983374	2,3391130	3,9106082	4,3197437
EKTG.F	-42,3400000	0,2488011	21,0700000	0,0016283	0,0427444	0,0198642	0,0204418	0,0515878	2,1907619	2,6223494	0,6993746	5,5317677	4,2371201	4,2008258	0,0198642	0,0204418	0,0515878	2,1907619	2,6223494	0,6993746	5,5317677	4,2371201	4,2008258
EXJ.F	-3,1900000	0,0194721	0,7600000	-0,0000638	0,0282223	1,0032315	0,1670263	0,4893959	103,5490196		0,0000000	0,0000000	-0,0000000		1,0032315	0,1670263	0,4893959	103,5490196		0,0000000	0,0000000	-0,0000000	
ECXn.F	-35,9400000	0,2119479	45,9500000	0,0033104	0,0299205	0,0756484	0,0104422	0,0840008	2,0397501	2,2436116	0,0849341	0,1507467	-0,1242741	0,7449477	0,0756484	0,0104422	0,0840008	2,0397501	2,2436116	0,0849341	0,1507467	-0,1242741	0,7449477
EUCAn.DE	-29,7000000	0,1870799	51,7200000	0,0021357	0,0289099	0,0276007	0,0132772	0,0382103	0,9025545	1,1179696	0,3389785	0,9501004	13,2561363	13,4204447	0,0276007	0,0132772	0,0382103	0,9025545	1,1179696	0,3389785	0,9501004	13,2561363	13,4204447
EVDG.DE	-84,8000000	0,5361393	54,2000000	0,0236917	0,0228382	0,0168322	0,0131022	0,0359285	1,1083716	1,1119011	0,3601412	1,1869742	2,2199574	-0,9040771	0,0168322	0,0131022	0,0359285	1,1083716	1,1119011	0,3601412	1,1869742	2,2199574	-0,9040771
EVKn.DE	-80,8500000	0,5086680	55,7300000	0,0255635	0,0239755	0,0190460	0,0090869	0,0253273	2,1732770	2,7464239	0,0914437	0,2075270	0,7179132	0,4097333	0,0190460	0,0090869	0,0253273	2,1732770	2,7464239	0,0914437	0,2075270	0,7179132	0,4097333
EVTG.DE	-14,0400000	0,0807770	51,1500000	0,0035726	0,0279715	0,0211173	0,0107119	0,0475627	2,9599291	3,0154787	0,0817085	0,1270930	0,7648834	-1,7223122	0,0211173	0,0107119	0,0475627	2,9599291	3,0154787	0,0817085	0,1270930	0,7648834	-1,7223122
BTCGk.F	-28,0500000	0,1609129	44,6600000	0,0023601	0,0309614	0,0246854	0,0137704	0,1691447	1,4783439	2,2791416	0,6380043	2,2084070	-30,4420078		0,0246854	0,0137704	0,1691447	1,4783439	2,2791416	0,6380043	2,2084070	-30,4420078	
FVIG.DE	-22,3200000	0,1345859	41,5800000	-0,0009507	0,0451608	0,0173631	0,0129064	0,0404014	0,8730740		0,4362223	1,2288153	9,5394850	8,7575296	0,0173631	0,0129064	0,0404014	0,8730740		0,4362223	1,2288153	9,5394850	8,7575296
HBD1.F	-14,9600000	0,0890181	6,1100000	-0,0002917	0,0296490	0,0544339	0,0071792	0,2011677	181,7241379		0,0000000	0,0000000			0,0544339	0,0071792	0,2011677	181,7241379		0,0000000	0,0000000		
FIEG.DE	-138,9800000	0,8602475	50,7600000	0,0266620	0,0211721	0,0120474	0,0060194	0,0251628	2,7189538	3,4083646	0,0018572	0,0024792	0,0059289	-0,8914258	0,0120474	0,0060194	0,0251628	2,7189538	3,4083646	0,0018572	0,0024792	0,0059289	-0,8914258
SISG.DE	-41,4800000	0,2470724	47,1000000	0,0062519	0,0298588	0,0210675	0,0178671	0,0400766	2,5407553	3,5484051	0,3552536	0,7715381	4,8239561	2,4416136	0,0210675	0,0178671	0,0400766	2,5407553	3,5484051	0,3552536	0,7715381	4,8239561	2,4416136
FRSG.DE	-15,4800000	0,1006050	24,8100000	0,0007424	0,0081115	0,0270845	0,0557728	0,0520231	6,4000947	8,7674877	0,0000000	0,0000000	0,0000000		0,0270845	0,0557728	0,0520231	6,4000947	8,7674877	0,0000000	0,0000000	0,0000000	
FEVG.DE	-31,3600000	0,1807334	33,3300000	0,0016298	0,0312504	0,0099900	0,0115763	0,0335084	3,6323631	5,7155596	0,1632306	0,2618170	0,9883511		0,0099900	0,0115763	0,0335084	3,6323631	5,7155596	0,1632306	0,2618170	0,9883511	
FPHG.DE	-10,6300000	0,0636722	30,2700000	0,0011729	0,0318801	0,0156086	0,0146047	0,0556352	0,9218036	1,0837512	0,2326217	1,0775962	1,3472650	0,4598554	0,0156086	0,0146047	0,0556352	0,9218036	1,0837512	0,2326217	1,0775962	1,3472650	0,4598554
FRAG.DE	-127,7200000	0,7847153	47,3300000	0,0290194	0,0286300	0,0153584	0,0096345	0,0309030	0,8334842	0,8722172	0,4314763	1,1105810	4,4695001	3,5979466	0,0153584	0,0096345	0,0309030	0,8334842	0,8722172	0,4314763	1,1105810	4,4695001	3,5979466
FNTGn.DE	-63,6500000	0,4053742	56,4900000	0,0180019	0,0223957	0,0153326	0,0079492	0,0400863	0,7876857	0,8652223	0,2345482	0,4822680	1,7267619	1,0445752	0,0153326	0,0079492	0,0400863	0,7876857	0,8652223	0,2345482	0,4822680	1,7267619	1,0445752
FREG.DE	-179,5100000	1,0941524	51,9100000	0,0616523	0,0269814	0,0165953	0,0184532	0,0276006	1,3611220	1,7342466	0,3416140	1,3242177	2,8873900	2,6538489	0,0165953	0,0184532	0,0276006	1,3611220	1,7342466	0,3416140	1,3242177	2,8873900	2,6538489
FMEG.DE	-199,7900000	1,2288343	50,0000000	0,0629413	0,0228868	0,0163901	0,0121399	0,0235226	1,4910496	1,7885677	0,3416699	0,8954840	2,8899673	3,2438997	0,0163901	0,0121399	0,0235226	1,4910496	1,7885677	0,3416699	0,8954840	2,8899673	3,2438997
FNGG.F	-30,5600000	0,1869498	32,0600000	0,0016143	0,0305814	0,0609229	0,0384817	0,1437883			0,0000000				0,0609229	0,0384817	0,1437883			0,0000000			
CEAG.DE	-73,6600000	0,4189177	15,6200000	0,0042757	-0,0270611	0,0215349	0,0196741	0,0518341	1,4380332	2,2566536	0,2048750	0,7813287	1,6555212		0,0215349	0,0196741	0,0518341	1,4380332	2,2566536	0,2048750	0,7813287	1,6555212	
FROG_p.F	-1,9000000	0,0115445	0,3800000	0,0000308	0,0280972	0,3768957	0,0195325	0,4842475							0,3768957	0,0195325	0,4842475						
FROG.F	-2,4400000	0,0150106	0,7700000	0,0000077	0,0296144	0,1239959	0,0153620	0,3579035							0,1239959	0,0153620	0,3579035						
FPEG_p.DE	-92,6400000	0,5811074	53,4400000	0,0345308	0,0204745	0,0157497	0,0094085	0,0366071	2,2893157	3,1812725	0,0118768	0,0165544	0,0474785	-0,0793821	0,0157497	0,0094085	0,0366071	2,2893157	3,1812725	0,0118768	0,0165544	0,0474785	-0,0793821
FPEG.DE	-83,9500000	0,5187385	60,6900000	0,0280508	0,0157441	0,0157033	0,0106818	0,0346591	2,2893157	3,1812725	0,0118768	0,0165544	0,0474785		0,0157033	0,0106818	0,0346591	2,2893157	3,1812725	0,0118768	0,0165544	0,0474785	
G1AG.DE	-148,3000000	0,9097655	53,0500000	0,0292974	0,0286674	0,0179406	0,0094757	0,0392023	1,6201152	1,8938257	0,0756284	0,1627987	0,7341957	-0,4342390	0,0179406	0,0094757	0,0392023	1,6201152	1,8938257	0,0756284	0,1627987	0,7341957	-0,4342390
WWGG.F	-3126,4900000	18,6662223	6,5100000	0,1247575	0,4916559	0,0257981	0,0091770	0,0303963	1,2771180	1,3523357	0,0636462	0,1369072	1,3088042		0,0257981	0,0091770	0,0303963	1,2771180	1,3523357	0,0636462	0,1369072	1,3088042	
GMEG.DE	-35,9700000	0,2147419	43,1500000	0,0006732	0,0206275	0,0183170	0,0104533	0,0391127	4,6081548	5,8451717	0,0885473	0,1189944	0,7700411		0,0183170	0,0104533	0,0391127	4,6081548	5,8451717	0,0885473	0,1189944	0,7700411	
GXIG.DE	-176,0000000	1,0864613	51,1500000	0,0503432	0,0260726	0,0170069	0,0117900	0,0327939	0,8031432	1,0816761	0,4087859	1,5792211	3,7608522	3,4360869	0,0170069	0,0117900	0,0327939	0,8031432	1,0816761	0,4087859	1,5792211	3,7608522	3,4360869
GWIG.DE	-53,5500000	0,3369110	60,3100000	0,0122284	0,0249465	0,0301092	0,0239008	0,0372767	2,5049835	3,5683276	0,2671401	0,5187527	2,1794833	1,1461576	0,0301092	0,0239008	0,0372767	2,5049835	3,5683276	0,2671401	0,5187527	2,1794833	1,1461576
GSC1n.DE	-117,1800000	0,7225196	48,8500000	0,0109201	0,0280550	0,0098646	0,0081567	0,0312455	2,1324248	3,2993216	0,2857390	0,6508241	2,2647047		0,0098646	0,0081567	0,0312455	2,1324248	3,2993216	0,2857390	0,6508241	2,2647047	
GFKG.DE	-118,7900000	0,7342444	54,9600000	0,0141955	0,0269398	0,0236181	0,0103575	0,0343933	0,9112207		0,2840893	0,7428227	1,7843547	1,2888752	0,0236181	0,0103575	0,0343933	0,9112207		0,2840893	0,7428227	1,7843547	1,2888752
GFTG.DE	-101,0800000	0,6385768	58,0200000	0,0276505	0,0220456	0,0276469	0,0134835	0,0463396	1,6921627		0,2553084	0,6704590	1,8237535	0,3278629	0,0276469	0,0134835	0,0463396	1,6921627		0,2553084	0,6704590	1,8237535	0,3278629
GGS.DE	-5,6400000	0,0342593	40,7100000	0,0005315	0,0437794	0,0581922	0,0422529	0,0737922	1,1042195	1,3203893	0,0019268	0,0238575	0,0296307		0,0581922	0,0422529	0,0737922	1,1042195	1,3203893	0,0019268	0,0238575	0,0296307	
GKSG.DE	-176,5200000	1,0049729	31,4500000	0,0023312	0,0410900	0,0217721	0,0154145	0,0409023	1,4531335	1,5278485	0,2172746	0,5082593	6,1491878		0,0217721	0,0154145	0,0409023	1,4531335	1,5278485	0,2172746	0,5082593	6,1491878	
GMMG.DE	-165,5700000	0,9625254	42,7500000	0,0391310	0,0360560	0,0250813	0,0239443	0,0448006	1,7377470	2,1477641	0,2949981	1,1583427	3,6829824	2,5715602	0,0250813	0,0239443	0,0448006	1,7377470	2,1477641	0,2949981	1,1583427	3,6829824	2,5715602
GLJn.DE	-480,0500000	2,9980275	54,2000000	0,1001555	-0,0056928	0,0181902	0,0100274	0,0325876	1,1905577		0,2477305	1,4572779	5,3997829		0,0181902	0,0100274	0,0325876	1,1905577		0,2477305	1,4572779	5,3997829	
GIBG.F	-457,3400000	2,7329949	4,2100000	-0,0049165	0,1303119	0,0380533	0,0241880	0,0396027	2,5828347		0,3476695	0,6624968	10,4937658		0,0380533	0,0241880	0,0396027	2,5828347		0,3476695	0,6624968	10,4937658	
G7BG.F	-0,4900000	0,0030026	1,9100000	0,0000026	0,0280603	0,1476132	0,2743552	0,1921395	0,4175927	0,8212800	0,7190074	4,0081158	-290,0089699		0,1476132	0,2743552	0,1921395	0,4175927	0,8212800	0,7190074	4,0081158	-290,0089699	
2HR.DE	-50,3100000	0,2926696	47,7100000	0,0093461	0,0309792	0,0239183	0,0173937	0,0433447	1,6452620	2,1937274	0,2575804	0,6614229	1,7593586	1,2275404	0,0239183	0,0173937	0,0433447	1,6452620	2,1937274	0,2575804	0,6614229	1,7593586	1,2275404
HABG.DE	-18,2600000	0,1144364	58,4000000	0,0046756	0,0249064	0,0119484	0,0106043	0,0287214	1,1804968		0,4377266	0,8479612	14,5442450	14,7705174	0,0119484	0,0106043	0,0287214	1,1804968		0,4377266	0,8479612	14,5442450	14,7705174
HNRGn.DE	-249,3600000	1,5392261	48,8500000	0,0841785	0,0228955	0,0163734	0,0107419	0,0332028			0,0284480	0,2228879			0,0163734	0,0107419	0,0332028			0,0284480	0,2228879		
H9YG.F	-21,0700000	0,1242993	7,6300000	0,0007802	0,0314724	0,0362317	0,0110049	0,0587254	0,7970873	1,3666522	0,2667063	1,3589639	33,1597253		0,0362317	0,0110049	0,0587254	0,7970873	1,3666522	0,2667063	1,3589639	33,1597253	
HLAG.DE	-70,4300000	0,4331026	55,7300000	0,0077312	0,0250948	0,0261020	0,0177861	0,0410960	0,6523280	0,6915510	0,3526731	0,7755041	5,0423280	4,3278558	0,0261020	0,0177861	0,0410960	0,6523280	0,6915510	0,3526731	0,7755041	5,0423280	4,3278558
HAWG.DE	-95,9400000	0,5712681	35,8600000	0,0026506	0,0263644	0,0121299	0,0124229	0,0289350	1,5049627	2,3721200	0,0604040	0,1559256	0,4849702	0,0525951	0,0121299	0,0124229	0,0289350	1,5049627	2,3721200	0,0604040	0,1559256	0,4849702	0,0525951
IPOG.F	-22,0200000	0,1321740	1,2700000	0,0015822	0,0483387	0,0736280	0,0111664	0,0746690	1,0269115		0,3382417	0,6127332	3,2790405		0,0736280	0,0111664	0,0746690	1,0269115		0,3382417	0,6127332	3,2790405	
HEIG.DE	-220,8100000	1,3202067	49,2400000	0,0826750	0,0341565	0,0188209	0,0141529	0,0420458	0,9670639	1,2637765	0,2338305	0,4448259	2,8426735	2,3436287	0,0188209	0,0141529	0,0420458	0,9670639	1,2637765	0,2338305	0,4448259	2,8426735	2,3436287
HDDG.DE	-8,2400000	0,0499620	55,3400000	0,0022267	0,0274991	0,0249888	0,0155530	0,0527851	1,8305291	2,6626460	0,2253803	1,7319955	1,8369125	1,7956053	0,0249888	0,0155530	0,0527851	1,8305291	2,6626460	0,2253803	1,7319955	1,8369125	1,7956053
H2Fn.DE	-15,9500000	0,1071048	45,3100000	0,0009976	0,0217443	0,0699982	0,1326902	0,0562613	1,4636604	1,6766606	0,2911307	0,7835019	-0,8614117		0,0699982	0,1326902	0,0562613	1,4636604	1,6766606	0,2911307	0,7835019	-0,8614117	
HLE.DE	-119,0600000	0,7333667	55,3400000	0,0399585	0,0229554	0,0225128	0,0152095	0,0373287	1,8796054	2,3129986	0,2641597	0,6688803	1,6904307	0,4312597	0,0225128	0,0152095	0,0373287	1,8796054	2,3129986	0,2641597	0,6688803	1,6904307	0,4312597
HNKG.DE	-197,8300000	1,1972936	52,2900000	0,0541235	0,0211576	0,0131627	0,0099702	0,0247679	1,0896345	1,3607435	0,0403172	0,0658810	0,2676978	0,0609756	0,0131627	0,0099702	0,0247679	1,0896345	1,3607435	0,0403172	0,0658810	0,2676978	0,0609756
HNKG_p.DE	-230,2400000	1,3980221	50,7600000	0,0752531	0,0252275	0,0130499	0,0116933	0,0257902	1,0896345	1,3607435	0,0403172	0,0658810	0,2676978	-0,0700146	0,0130499	0,0116933	0,0257902	1,0896345	1,3607435	0,0403172	0,0658810	0,2676978	-0,0700146
RTMLk.F	-208,9500000	1,3287131	3,4600000	-0,0012316	0,0315931	0,0540179	0,0398989	0,1030170	1,6464646		0,0963796	0,1606852	-0,4646226		0,0540179	0,0398989	0,1030170	1,6464646		0,0963796	0,1606852	-0,4646226	
HHFGn.DE	-41,0000000	0,2429439	47,3300000	0,0084991	0,0274776	0,0186970	0,0134784	0,0364178	2,3318803	2,4503423	0,3169341	1,0089060	1,9784307	0,6313057	0,0186970	0,0134784	0,0364178	2,3318803	2,4503423	0,3169341	1,0089060	1,9784307	0,6313057
HOTG.DE	-320,3800000	1,8346068	43,5100000	0,0780070	0,0598931	0,0193979	0,0103297	0,0414611	1,3309527	1,4427570	0,2007936	1,2428410	2,5933913	-0,2957983	0,0193979	0,0103297	0,0414611	1,3309527	1,4427570	0,2007936	1,2428410	2,5933913	-0,2957983
HOC.DE	-10,3300000	0,0650975	40,4700000	0,0014278	0,0266771	0,0244470	0,0196399	0,0409850	1,8755221		0,0687123	0,0900978	2,3786742	-8,8212320	0,0244470	0,0196399	0,0409850	1,8755221		0,0687123	0,0900978	2,3786742	-8,8212320
HBMG.DE	-66,1000000	0,4146622	60,3100000	0,0069459	0,0222407	0,0127908	0,0102924	0,0288077	1,8233936	2,9553674	0,2582561	0,5272895	3,1455603	0,2766928	0,0127908	0,0102924	0,0288077	1,8233936	2,9553674	0,2582561	0,5272895	3,1455603	0,2766928
HBH.DE	-194,7400000	1,2036445	50,7600000	0,0282930	0,0221457	0,0157784	0,0090391	0,0316475	1,7838724	2,8082164	0,2943752	0,7143615	3,1841182	1,0923763	0,0157784	0,0090391	0,0316475	1,7838724	2,8082164	0,2943752	0,7143615	3,1841182	1,0923763
BOSSn.DE	-253,8400000	1,6236311	55,3400000	0,0548476	0,0085345	0,0275766	0,0113667	0,0414730	1,7626801	2,7148818	0,0980090	0,1845445	0,2970484	0,1093558	0,0275766	0,0113667	0,0414730	1,7626801	2,7148818	0,0980090	0,1845445	0,2970484	0,1093558
HYQGn.DE	-389,4900000	2,3863617	52,6700000	0,0811839	0,0240490	0,0356114	0,0207655	0,0447114	1,6220346		0,1172197	0,2149606	0,4250292		0,0356114	0,0207655	0,0447114	1,6220346		0,1172197	0,2149606	0,4250292	
IFAG.F	-27,9400000	0,1631306	12,9800000	0,0013378	0,0353084	0,0267949	0,0256062	0,0437475	2,0054425	2,0403950	0,3121742	0,6269197	3,4545698		0,0267949	0,0256062	0,0437475	2,0054425	2,0403950	0,3121742	0,6269197	3,4545698	
